"State","County","RuralUrbanContinuum1993"
"NE","163",9
"NE","165",9
"NE","167",9
"NE","169",9
"NE","171",9
"NE","173",8
"NE","175",9
"NE","177",2
"NE","179",7
"NE","181",9
"NE","183",9
"NE","185",7
"NV","001",6
"NV","003",2
"NV","005",7
"NV","007",5
"NV","009",9
"NV","011",9
"NV","013",7
"NV","015",7
"NV","017",8
"NV","019",6
"NV","021",7
"NV","023",2
"NV","027",9
"NV","029",8
"NV","031",2
"NV","033",7
"NV","510",4
"NH","001",6
"NH","003",6
"NH","005",4
"NH","007",7
"NH","009",5
"NH","011",0
"NH","013",4
"NH","015",2
"NH","017",2
"NH","019",7
"NJ","001",2
"NJ","003",0
"NJ","005",0
"NJ","007",0
"NJ","009",2
"NJ","011",3
"NJ","013",0
"NJ","015",0
"NJ","017",0
"NJ","019",1
"NJ","021",2
"NJ","023",0
"NJ","025",0
"NJ","027",0
"NJ","029",0
"NJ","031",0
"NJ","033",1
"NJ","035",0
"NJ","037",1
"NJ","039",0
"NJ","041",1
"NM","001",2
"NM","003",9
"NM","005",5
"NM","006",6
"NM","007",7
"NM","009",5
"NM","011",9
"NM","013",3
"NM","015",5
"NM","017",7
"NM","019",9
"NM","021",9
"NM","023",7
"NM","025",5
"NM","027",7
"NM","028",3
"NM","029",6
"NM","031",5
"NM","033",8
"NM","035",4
"NM","037",7
"NM","039",6
"NM","041",7
"NM","043",2
"NM","045",5
"NM","047",6
"NM","049",3
"NM","051",6
"NM","053",7
"NM","055",7
"NM","057",8
"NM","059",9
"NM","061",2
"NY","001",2
"NY","003",7
"NY","005",0
"NY","007",2
"NY","009",4
"NY","011",2
"NY","013",3
"NY","015",3
"NY","017",6
"NY","019",5
"NY","021",6
"NY","023",4
"NY","025",6
"NY","027",2
"NY","029",0
"NY","031",6
"NY","033",7
"NY","035",4
"NY","037",1
"NY","039",6
"NY","041",8
"NY","043",2
"NY","045",5
"NY","047",0
"NY","049",6
"NY","051",1
"NY","053",2
"NY","055",0
"NY","057",2
"NY","059",0
"NY","061",0
"NY","063",0
"NY","065",2
"NY","067",2
"NY","069",1
"NY","071",2
"NY","073",1
"NY","075",2
"NY","077",6
"NY","079",1
"NY","081",0
"NY","083",2
"NY","085",0
"NY","087",0
"NY","089",5
"NY","091",2
"NY","093",2
"NY","095",2
"NY","097",8
"NY","099",6
"NY","101",4
"NY","103",0
"NY","105",6
"NY","107",2
"NY","109",5
"NY","111",4
"NY","113",3
"NY","115",3
"NY","117",1
"NY","119",0
"NY","121",6
"NY","123",6
"NC","001",3
"NC","003",2
"NC","005",9
"NC","007",6
"NC","009",9
"NC","011",9
"NC","013",6
"NC","015",9
"NC","017",6
"NC","019",3
"NC","021",3
"NC","023",2
"NC","025",0
"NC","027",2
"NC","029",8
"NC","031",6
"NC","033",8
"NC","035",2
"NC","037",2
"NC","039",7
"NC","041",7
"NC","043",9
"NC","045",4
"NC","047",6
"NC","049",5
"NC","051",2
"NC","053",1
"NC","055",7
"NC","057",2
"NC","059",2
"NC","061",6
"NC","063",2
"NC","065",3
"NC","067",2
"NC","069",2
"NC","071",0
"NC","073",8
"NC","075",9
"NC","077",6
"NC","079",8
"NC","081",2
"NC","083",4
"NC","085",6
"NC","087",6
"NC","089",6
"NC","091",6
"NC","093",6
"NC","095",9
"NC","097",4
"NC","099",7
"NC","101",2
"NC","103",8
"NC","105",6
"NC","107",4
"NC","109",1
"NC","111",6
"NC","113",7
"NC","115",3
"NC","117",6
"NC","119",0
"NC","121",9
"NC","123",7
"NC","125",6
"NC","127",3
"NC","129",3
"NC","131",9
"NC","133",3
"NC","135",2
"NC","137",9
"NC","139",7
"NC","141",8
"NC","143",9
"NC","145",6
"NC","147",3
"NC","149",8
"NC","151",2
"NC","153",7
"NC","155",4
"NC","157",4
"NC","159",1
"NC","161",6
"NC","163",6
"NC","165",7
"NC","167",6
"NC","169",2
"NC","171",6
"NC","173",9
"NC","175",6
"NC","177",9
"NC","179",1
"NC","181",6
"NC","183",2
"NC","185",8
"NC","187",7
"NC","189",7
"NC","191",3
"NC","193",7
"NC","195",4
"NC","197",2
"NC","199",8
"ND","001",9
"ND","003",7
"ND","005",9
"ND","007",9
"ND","009",7
"ND","011",9
"ND","013",9
"ND","015",3
"ND","017",3
"ND","019",9
"ND","021",9
"ND","023",9
"ND","025",9
"ND","027",9
"ND","029",8
"ND","031",9
"ND","033",9
"ND","035",3
"ND","037",8
"ND","039",9
"ND","041",9
"ND","043",8
"ND","045",9
"ND","047",9
"ND","049",9
"ND","051",9
"ND","053",9
"ND","055",8
"ND","057",7
"ND","059",3
"ND","061",9
"ND","063",8
"ND","065",8
"ND","067",9
"ND","069",7
"ND","071",7
"ND","073",8
"ND","075",9
"ND","077",6
"ND","079",9
"ND","081",9
"ND","083",9
"ND","085",9
"ND","087",9
"ND","089",7
"ND","091",8
"ND","093",7
"ND","095",9
"ND","097",8
"ND","099",6
"ND","101",5
"ND","103",9
"ND","105",7
"OH","001",6
"OH","003",3
"OH","005",4
"OH","007",1
"OH","009",4
"OH","011",3
"OH","013",3
"OH","015",1
"OH","017",0
"OH","019",2
"OH","021",6
"OH","023",2
"OH","025",0
"OH","027",6
"OH","029",2
"OH","031",6
"OH","033",3
"OH","035",0
"OH","037",6
"OH","039",4
"OH","041",1
"OH","043",4
"OH","045",1
"OH","047",6
"OH","049",0
"OH","051",2
"OH","053",6
"OH","055",1
"OH","057",2
"OH","059",7
"OH","061",0
"OH","063",4
"OH","065",6
"OH","067",6
"OH","069",6
"OH","071",6
"OH","073",6
"OH","075",7
"OH","077",4
"OH","079",7
"OH","081",3
"OH","083",6
"OH","085",0
"OH","087",2
"OH","089",0
"OH","091",6
"OH","093",0
"OH","095",2
"OH","097",1
"OH","099",2
"OH","101",4
"OH","103",1
"OH","105",6
"OH","107",7
"OH","109",2
"OH","111",6
"OH","113",2
"OH","115",8
"OH","117",6
"OH","119",4
"OH","121",8
"OH","123",6
"OH","125",6
"OH","127",6
"OH","129",1
"OH","131",7
"OH","133",2
"OH","135",6
"OH","137",6
"OH","139",3
"OH","141",4
"OH","143",4
"OH","145",4
"OH","147",5
"OH","149",6
"OH","151",2
"OH","153",2
"OH","155",2
"OH","157",4
"OH","159",6
"OH","161",6
"OH","163",9
"OH","165",1
"OH","167",3
"OH","169",4
"OH","171",7
"OH","173",2
"OH","175",7
"OK","001",6
"OK","003",8
"OK","005",7
"OK","007",9
"OK","009",7
"OK","011",6
"OK","013",6
"OK","015",6
"OK","017",2
"OK","019",5
"OK","021",6
"OK","023",7
"OK","025",9
"OK","027",2
"OK","029",9
"OK","031",3
"OK","033",6
"OK","035",6
"OK","037",2
"OK","039",7
"OK","041",6
"OK","043",9
"OK","045",9
"OK","047",3
"OK","049",6
"OK","051",6
"OK","053",8
"OK","055",7
"OK","057",7
"OK","059",9
"OK","061",6
"OK","063",7
"OK","065",5
"OK","067",9
"OK","069",7
"OK","071",5
"OK","073",6
"OK","075",6
"OK","077",7
"OK","079",6
"OK","081",6
"OK","083",2
"OK","085",9
"OK","087",2
"OK","089",7
"OK","091",7
"OK","093",6
"OK","095",6
"OK","097",6
"OK","099",7
"OK","101",4
"OK","103",7
"OK","105",6
"OK","107",6
"OK","109",2
"OK","111",6
"OK","113",2
"OK","115",6
"OK","117",6
"OK","119",4
"OK","121",7
"OK","123",6
"OK","125",2
"OK","127",7
"OK","129",9
"OK","131",2
"OK","133",6
"OK","135",3
"OK","137",4
"OK","139",7
"OK","141",6
"OK","143",2
"OK","145",2
"OK","147",4
"OK","149",7
"OK","151",7
"OK","153",7
"OR","001",7
"OR","003",4
"OR","005",0
"OR","007",6
"OR","009",1
"OR","011",5
"OR","013",7
"OR","015",7
"OR","017",5
"OR","019",4
"OR","021",9
"OR","023",9
"OR","025",7
"OR","027",6
"OR","029",3
"OR","031",7
"OR","033",4
"OR","035",5
"OR","037",7
"OR","039",2
"OR","041",7
"OR","043",4
"OR","045",7
"OR","047",2
"OR","049",9
"OR","051",0
"OR","053",2
"OR","055",9
"OR","057",6
"OR","059",4
"OR","061",7
"OR","063",9
"OR","065",7
"OR","067",0
"OR","069",9
"OR","071",1
"PA","001",6
"PA","003",0
"PA","005",6
"PA","007",0
"PA","009",6
"PA","011",2
"PA","013",3
"PA","015",6
"PA","017",0
"PA","019",1
"PA","021",3
"PA","023",7
"PA","025",2
"PA","027",3
"PA","029",0
"PA","031",7
"PA","033",6
"PA","035",6
"PA","037",2
"PA","039",4
"PA","041",2
"PA","043",2
"PA","045",0
"PA","047",7
"PA","049",2
"PA","051",1
"PA","053",9
"PA","055",4
"PA","057",8
"PA","059",6
"PA","061",6
"PA","063",6
"PA","065",7
"PA","067",8
"PA","069",2
"PA","071",2
"PA","073",4
"PA","075",2
"PA","077",2
"PA","079",2
"PA","081",3
"PA","083",7
"PA","085",3
"PA","087",6
"PA","089",6
"PA","091",0
"PA","093",6
"PA","095",2
"PA","097",4
"PA","099",2
"PA","101",0
"PA","103",1
"PA","105",7
"PA","107",4
"PA","109",7
"PA","111",3
"PA","113",8
"PA","115",8
"PA","117",6
"PA","119",6
"PA","121",4
"PA","123",6
"PA","125",0
"PA","127",6
"PA","129",0
"PA","131",2
"PA","133",2
"RI","001",2
"RI","003",2
"RI","005",4
"RI","007",2
"RI","009",2
"SC","001",6
"SC","003",2
"SC","005",7
"SC","007",2
"SC","009",7
"SC","011",6
"SC","013",5
"SC","015",2
"SC","017",8
"SC","019",2
"SC","021",2
"SC","023",6
"SC","025",6
"SC","027",6
"SC","029",6
"SC","031",4
"SC","033",6
"SC","035",2
"SC","037",2
"SC","039",6
"SC","041",3
"SC","043",6
"SC","045",2
"SC","047",5
"SC","049",7
"SC","051",3
"SC","053",8
"SC","055",6
"SC","057",6
"SC","059",6
"SC","061",6
"SC","063",2
"SC","065",8
"SC","067",6
"SC","069",7
"SC","071",6
"SC","073",6
"SC","075",4
"SC","077",2
"SC","079",2
"SC","081",6
"SC","083",2
"SC","085",3
"SC","087",6
"SC","089",6
"SC","091",0
"SD","003",9
"SD","005",7
"SD","007",9
"SD","009",9
"SD","011",7
"SD","013",5
"SD","015",9
"SD","017",9
"SD","019",7
"SD","021",9
"SD","023",9
"SD","025",9
"SD","027",7
"SD","029",7
"SD","031",9
"SD","033",8
"SD","035",7
"SD","037",9
"SD","039",9
"SD","041",9
"SD","043",9
"SD","045",9
"SD","047",7
"SD","049",9
"SD","051",7
"SD","053",9
"SD","055",9
"SD","057",9
"SD","059",9
"SD","061",9
"SD","063",9
"SD","065",7
"SD","067",9
"SD","069",9
"SD","071",9
"SD","073",9
"SD","075",9
"SD","077",9
"SD","079",6
"SD","081",6
"SD","083",3
"SD","085",9
"SD","087",8
"SD","089",9
"SD","091",9
"SD","093",6
"SD","095",9
"SD","097",9
"SD","099",3
"SD","101",8
"SD","103",3
"SD","105",9
"SD","107",9
"SD","109",9
"SD","111",9
"SD","113",7
"SD","115",7
"SD","117",9
"SD","119",9
"SD","121",9
"SD","123",7
"SD","125",8
"SD","127",8
"SD","129",7
"SD","135",7
"SD","137",9
"TN","001",2
"TN","003",6
"TN","005",7
"TN","007",8
"TN","009",2
"TN","011",4
"TN","013",6
"TN","015",8
"TN","017",6
"TN","019",2
"TN","021",2
"TN","023",6
"TN","025",6
"TN","027",9
"TN","029",7
"TN","031",5
"TN","033",8
"TN","035",7
"TN","037",2
"TN","039",9
"TN","041",6
"TN","043",2
"TN","045",7
"TN","047",1
"TN","049",9
"TN","051",7
"TN","053",4
"TN","055",6
"TN","057",8
"TN","059",6
"TN","061",6
"TN","063",5
"TN","065",2
"TN","067",9
"TN","069",6
"TN","071",6
"TN","073",2
"TN","075",6
"TN","077",6
"TN","079",7
"TN","081",6
"TN","083",8
"TN","085",6
"TN","087",9
"TN","089",6
"TN","091",8
"TN","093",2
"TN","095",9
"TN","097",6
"TN","099",6
"TN","101",7
"TN","103",6
"TN","105",2
"TN","107",7
"TN","109",7
"TN","111",6
"TN","113",3
"TN","115",2
"TN","117",6
"TN","119",4
"TN","121",8
"TN","123",6
"TN","125",3
"TN","127",9
"TN","129",8
"TN","131",7
"TN","133",7
"TN","135",9
"TN","137",9
"TN","139",9
"TN","141",5
"TN","143",6
"TN","145",4
"TN","147",2
"TN","149",2
"TN","151",6
"TN","153",6
"TN","155",2
"TN","157",0
"TN","159",8
"TN","161",8
"TN","163",2
"TN","165",2
"TN","167",1
"TN","169",6
"TN","171",2
"TN","173",2
"TN","175",9
"TN","177",7
"TN","179",2
"TN","181",8
"TN","183",7
"TN","185",7
"TN","187",2
"TN","189",2
"TX","001",6
"TX","003",6
"TX","005",5
"TX","007",6
"TX","009",3
"TX","011",8
"TX","013",6
"TX","015",6
"TX","017",7
"TX","019",8
"TX","021",2
"TX","023",7
"TX","025",6
"TX","027",2
"TX","029",0
"TX","031",8
"TX","033",9
"TX","035",6
"TX","037",3
"TX","039",1
"TX","041",3
"TX","043",7
"TX","045",9
"TX","047",7
"TX","049",7
"TX","051",6
"TX","053",6
"TX","055",2
"TX","057",6
"TX","059",6
"TX","061",2
"TX","063",6
"TX","065",8
"TX","067",6
"TX","069",7
"TX","071",1
"TX","073",6
"TX","075",7
"TX","077",6
"TX","079",7
"TX","081",8
"TX","083",6
"TX","085",0
"TX","087",9
"TX","089",7
"TX","091",1
"TX","093",7
"TX","095",8
"TX","097",6
"TX","099",2
"TX","101",9
"TX","103",6
"TX","105",7
"TX","107",8
"TX","109",7
"TX","111",7
"TX","113",0
"TX","115",7
"TX","117",6
"TX","119",8
"TX","121",0
"TX","123",6
"TX","125",9
"TX","127",7
"TX","129",9
"TX","131",7
"TX","133",7
"TX","135",3
"TX","137",9
"TX","139",1
"TX","141",2
"TX","143",6
"TX","145",6
"TX","147",6
"TX","149",7
"TX","151",9
"TX","153",7
"TX","155",9
"TX","157",0
"TX","159",9
"TX","161",7
"TX","163",7
"TX","165",7
"TX","167",0
"TX","169",6
"TX","171",7
"TX","173",8
"TX","175",8
"TX","177",6
"TX","179",7
"TX","181",3
"TX","183",3
"TX","185",6
"TX","187",1
"TX","189",4
"TX","191",9
"TX","193",6
"TX","195",7
"TX","197",7
"TX","199",2
"TX","201",0
"TX","203",3
"TX","205",7
"TX","207",7
"TX","209",2
"TX","211",9
"TX","213",1
"TX","215",2
"TX","217",6
"TX","219",6
"TX","221",1
"TX","223",6
"TX","225",7
"TX","227",5
"TX","229",8
"TX","231",1
"TX","233",6
"TX","235",8
"TX","237",6
"TX","239",6
"TX","241",6
"TX","243",9
"TX","245",2
"TX","247",6
"TX","249",4
"TX","251",1
"TX","253",6
"TX","255",6
"TX","257",1
"TX","259",6
"TX","261",9
"TX","263",9
"TX","265",7
"TX","267",7
"TX","269",9
"TX","271",9
"TX","273",4
"TX","275",9
"TX","277",5
"TX","279",6
"TX","281",6
"TX","283",6
"TX","285",6
"TX","287",6
"TX","289",8
"TX","291",1
"TX","293",6
"TX","295",9
"TX","297",6
"TX","299",7
"TX","301",9
"TX","303",3
"TX","305",6
"TX","307",7
"TX","309",3
"TX","311",9
"TX","313",6
"TX","315",8
"TX","317",6
"TX","319",9
"TX","321",4
"TX","323",5
"TX","325",6
"TX","327",8
"TX","329",3
"TX","331",6
"TX","333",9
"TX","335",7
"TX","337",7
"TX","339",1
"TX","341",6
"TX","343",6
"TX","345",9
"TX","347",5
"TX","349",4
"TX","351",8
"TX","353",6
"TX","355",2
"TX","357",7
"TX","359",8
"TX","361",2
"TX","363",6
"TX","365",6
"TX","367",1
"TX","369",7
"TX","371",7
"TX","373",6
"TX","375",3
"TX","377",7
"TX","379",8
"TX","381",3
"TX","383",6
"TX","385",9
"TX","387",6
"TX","389",7
"TX","391",6
"TX","393",9
"TX","395",6
"TX","397",0
"TX","399",6
"TX","401",6
"TX","403",9
"TX","405",9
"TX","407",8
"TX","409",2
"TX","411",7
"TX","413",8
"TX","415",7
"TX","417",8
"TX","419",7
"TX","421",9
"TX","423",3
"TX","425",8
"TX","427",6
"TX","429",7
"TX","431",8
"TX","433",9
"TX","435",7
"TX","437",6
"TX","439",0
"TX","441",3
"TX","443",9
"TX","445",6
"TX","447",9
"TX","449",7
"TX","451",3
"TX","453",2
"TX","455",7
"TX","457",6
"TX","459",3
"TX","461",8
"TX","463",7
"TX","465",5
"TX","467",6
"TX","469",3
"TX","471",4
"TX","473",1
"TX","475",6
"TX","477",6
"TX","479",3
"TX","481",6
"TX","483",9
"TX","485",3
"TX","487",6
"TX","489",6
"TX","491",2
"TX","493",1
"TX","495",6
"TX","497",6
"TX","499",6
"TX","501",7
"TX","503",7
"TX","505",6
"TX","507",7
"UT","001",9
"UT","003",6
"UT","005",4
"UT","007",7
"UT","009",9
"UT","011",0
"UT","013",7
"UT","015",9
"UT","017",9
"UT","019",7
"UT","021",7
"UT","023",6
"UT","025",7
"UT","027",7
"UT","029",8
"UT","031",9
"UT","033",9
"UT","035",0
"UT","037",7
"UT","039",6
"UT","041",7
"UT","043",6
"UT","045",6
"UT","047",7
"UT","049",2
"UT","051",6
"UT","053",4
"UT","055",9
"UT","057",0
"VT","001",6
"VT","003",6
"VT","005",7
"VT","007",3
"VT","009",9
"VT","011",3
"VT","013",3
"VT","015",8
"VT","017",9
"VT","019",7
"VT","021",7
"VT","023",6
"VT","025",7
"VT","027",7
"VA","001",7
"VA","003",3
"VA","005",6
"VA","007",8
"VA","009",3
"VA","011",8
"VA","013",0
"VA","015",4
"VA","017",9
"VA","019",3
"VA","021",9
"VA","023",3
"VA","025",8
"VA","027",9
"VA","029",8
"VA","031",3
"VA","033",8
"VA","035",7
"VA","036",2
"VA","037",8
"VA","041",2
"VA","043",1
"VA","045",8
"VA","047",1
"VA","049",8
"VA","051",9
"VA","053",2
"VA","057",8
"VA","059",0
"VA","061",1
"VA","063",8
"VA","065",3
"VA","067",6
"VA","069",4
"VA","071",9
"VA","073",1
"VA","075",2
"VA","077",9
"VA","079",3
"VA","081",6
"VA","083",6
"VA","085",2
"VA","087",2
"VA","089",4
"VA","091",9
"VA","093",1
"VA","095",0
"VA","097",8
"VA","099",1
"VA","101",6
"VA","103",9
"VA","105",9
"VA","107",1
"VA","109",8
"VA","111",9
"VA","113",8
"VA","115",1
"VA","117",7
"VA","119",8
"VA","121",4
"VA","125",8
"VA","127",2
"VA","131",9
"VA","133",9
"VA","135",6
"VA","137",6
"VA","139",6
"VA","141",9
"VA","143",3
"VA","145",2
"VA","147",7
"VA","149",2
"VA","153",0
"VA","155",7
"VA","157",8
"VA","159",9
"VA","161",3
"VA","163",6
"VA","165",5
"VA","167",6
"VA","169",2
"VA","171",6
"VA","173",6
"VA","175",6
"VA","177",0
"VA","179",1
"VA","181",8
"VA","183",8
"VA","185",7
"VA","187",1
"VA","191",2
"VA","193",6
"VA","195",7
"VA","197",7
"VA","199",0
"VA","510",0
"VA","515",3
"VA","520",2
"VA","530",6
"VA","540",3
"VA","550",0
"VA","560",6
"VA","570",2
"VA","580",6
"VA","590",3
"VA","595",6
"VA","600",0
"VA","610",0
"VA","620",6
"VA","630",0
"VA","640",7
"VA","650",0
"VA","660",5
"VA","670",2
"VA","678",6
"VA","680",3
"VA","683",0
"VA","685",0
"VA","690",4
"VA","700",0
"VA","710",0
"VA","720",7
"VA","730",2
"VA","735",0
"VA","740",0
"VA","750",4
"VA","760",2
"VA","770",3
"VA","775",3
"VA","780",6
"VA","790",4
"VA","800",0
"VA","810",0
"VA","820",4
"VA","830",0
"VA","840",4
"WA","001",6
"WA","003",7
"WA","005",3
"WA","007",5
"WA","009",5
"WA","011",1
"WA","013",9
"WA","015",4
"WA","017",7
"WA","019",9
"WA","021",3
"WA","023",9
"WA","025",5
"WA","027",4
"WA","029",1
"WA","031",6
"WA","033",0
"WA","035",3
"WA","037",6
"WA","039",7
"WA","041",6
"WA","043",8
"WA","045",6
"WA","047",7
"WA","049",7
"WA","051",8
"WA","053",2
"WA","055",8
"WA","057",4
"WA","059",8
"WA","061",0
"WA","063",2
"WA","065",6
"WA","067",3
"WA","069",9
"WA","071",4
"WA","073",3
"WA","075",5
"WA","077",3
"WV","001",7
"WV","003",3
"WV","005",6
"WV","007",9
"WV","009",3
"WV","011",2
"WV","013",9
"WV","015",8
"WV","017",9
"WV","019",6
"WV","021",9
"WV","023",8
"WV","025",7
"WV","027",8
"WV","029",3
"WV","031",9
"WV","033",5
"WV","035",6
"WV","037",1
"WV","039",2
"WV","041",7
"WV","043",8
"WV","045",7
"WV","047",7
"WV","049",5
"WV","051",3
"WV","053",6
"WV","055",7
"WV","057",3
"WV","059",7
"WV","061",5
"WV","063",9
"WV","065",8
"WV","067",7
"WV","069",3
"WV","071",9
"WV","073",8
"WV","075",9
"WV","077",7
"WV","079",2
"WV","081",5
"WV","083",7
"WV","085",8
"WV","087",8
"WV","089",7
"WV","091",7
"WV","093",9
"WV","095",9
"WV","097",7
"WV","099",2
"WV","101",9
"WV","103",6
"WV","105",8
"WV","107",3
"WV","109",9
"WI","001",9
"WI","003",7
"WI","005",7
"WI","007",8
"WI","009",3
"WI","011",8
"WI","013",8
"WI","015",2
"WI","017",3
"WI","019",6
"WI","021",6
"WI","023",7
"WI","025",2
"WI","027",4
"WI","029",7
"WI","031",3
"WI","033",6
"WI","035",3
"WI","037",9
"WI","039",4
"WI","041",9
"WI","043",6
"WI","045",6
"WI","047",6
"WI","049",6
"WI","051",9
"WI","053",6
"WI","055",4
"WI","057",7
"WI","059",1
"WI","061",6
"WI","063",3
"WI","065",9
"WI","067",6
"WI","069",6
"WI","071",4
"WI","073",3
"WI","075",7
"WI","077",9
"WI","078",9
"WI","079",0
"WI","081",6
"WI","083",6
"WI","085",7
"WI","087",2
"WI","089",0
"WI","091",8
"WI","093",1
"WI","095",6
"WI","097",4
"WI","099",7
"WI","101",3
"WI","103",7
"WI","105",3
"WI","107",7
"WI","109",1
"WI","111",6
"WI","113",9
"WI","115",6
"WI","117",3
"WI","119",6
"WI","121",8
"WI","123",6
"WI","125",9
"WI","127",4
"WI","129",9
"WI","131",1
"WI","133",0
"WI","135",6
"WI","137",8
"WI","139",2
"WI","141",4
"WY","001",5
"WY","003",9
"WY","005",7
"WY","007",7
"WY","009",6
"WY","011",9
"WY","013",7
"WY","015",7
"WY","017",7
"WY","019",7
"WY","021",3
"WY","023",7
"WY","025",3
"WY","027",9
"WY","029",7
"WY","031",7
"WY","033",7
"WY","035",9
"WY","037",5
"WY","039",7
"WY","041",7
"WY","043",7
"WY","045",7
