ICD-9-CM-CODE,ICD-O-3-PRIMARY-SITE,HISTOLOGY,BEHAVIOR,GRADE,LATERALITY,REPORTABILITY,GENDER
162,C349,8000,3,9,0,Y,
164,C809,8000,9,9,0,Y,
171,C499,8800,3,9,0,Y,
172,C449,8720,3,9,0,Y,
173,C449,8000,9,9,0,Y,
174,C509,8000,3,9,0,Y,
175,C509,8000,3,9,0,Y,
176,C809,9140,3,9,0,Y,
180,C539,8000,3,9,0,Y,
182,C549,8000,3,9,0,Y,
183,C579,8000,3,9,0,Y,
184,C579,8000,3,9,0,Y,
186,C629,8000,3,9,0,Y,
187,C609,8000,3,9,0,Y,
188,C679,8000,3,9,0,Y,
189,C689,8000,3,9,0,Y,
190,C699,8000,3,9,0,Y,
191,C719,8000,3,9,0,Y,
192,C729,8000,3,9,0,Y,
194,C759,8000,3,9,0,Y,
195,C809,8000,3,9,0,Y,
197,C809,8000,3,9,0,Y,
196,C809,8000,3,9,0,Y,
198,C809,8000,3,9,0,Y,
199,C809,8000,3,9,0,Y,
200,C779,9590,3,9,0,Y,
201,C779,9650,3,9,0,Y,
202,C809,8000,3,9,0,Y,
203,C421,9732,3,9,0,Y,
204,C421,9820,3,9,0,Y,
205,C421,9860,3,9,0,Y,
206,C421,9860,3,9,0,Y,
207,C421,8000,3,9,0,Y,
208,C421,9800,3,9,0,Y,
231,C399,8000,3,9,0,Y,
232,C449,8000,3,9,0,Y,1
232,C449,8720,3,9,0,Y,2
233,C809,8000,9,9,0,Y,
234,C809,8010,2,9,0,Y,
235,C809,8000,9,9,0,Y,
236,C809,8000,9,9,0,Y,
237,C809,8000,9,9,0,Y,
238,C809,8000,0,9,0,Y,
239,C809,8000,0,9,0,Y,
1960,C809,8000,3,9,0,Y,
1961,C809,8000,3,9,0,Y,
1962,C809,8000,3,9,0,Y,
1963,C809,8000,3,9,0,Y,
1965,C809,8000,3,9,0,Y,
1966,C809,8000,3,9,0,Y,
1968,C809,8000,3,9,0,Y,
1969,C809,8000,3,9,0,Y,
1970,C809,8000,3,9,0,Y,
1971,C809,8000,3,9,0,Y,
1972,C809,8000,3,9,0,Y,
1973,C809,8000,3,9,0,Y,
1974,C809,8000,3,9,0,Y,
1975,C809,8000,3,9,0,Y,
1976,C809,8000,3,9,0,Y,
1977,C809,8000,3,9,0,Y,
1978,C809,8000,3,9,0,Y,
1980,C809,8000,3,9,0,Y,
1981,C809,8000,3,9,0,Y,
1982,C809,8000,3,9,0,Y,
1983,C809,8000,3,9,0,Y,
1984,C809,8000,3,9,0,Y,
1985,C809,8000,3,9,0,Y,
1986,C809,8000,3,9,0,Y,
1987,C809,8000,3,9,0,Y,
1988,C809,8000,3,9,0,Y,
1990,C809,8000,3,9,0,Y,
1991,C809,8000,3,9,0,Y,
2000,C779,9755,3,9,0,Y,
2001,C779,9591,3,9,0,Y,
2002,C779,9687,3,9,0,Y,
2003,C779,9689,3,9,0,Y,
2004,C779,9673,3,9,0,Y,
2007,C779,9680,3,9,0,Y,
2008,C779,9671,3,9,0,Y,
2010,C779,9650,3,9,0,Y,
2011,C779,9650,3,9,0,Y,
2012,C779,9650,3,9,0,Y,
2014,C779,9659,3,9,0,Y,
2015,C779,9663,3,9,0,Y,
2016,C779,9652,3,9,0,Y,
2017,C779,9653,3,9,0,Y,
2019,C779,9650,3,9,0,Y,
2020,C779,9690,3,9,0,Y,
2021,C449,9700,3,9,0,Y,
2022,C449,9701,3,9,0,Y,
2023,C421,9751,3,9,0,Y,
2024,C421,9940,3,9,0,Y,
2025,C779,9751,3,9,0,Y,
2026,C421,9741,3,9,0,Y,
2027,C779,9702,3,9,0,Y,
2028,C779,9590,3,9,0,Y,
2029,C421,9756,3,9,0,Y,
2030,C421,9732,3,9,0,Y,
2031,C421,9732,3,9,0,Y,
2038,C421,9762,3,9,0,Y,
2040,C421,9811,3,9,0,Y,
2041,C421,9823,3,9,0,Y,
2042,C421,9820,3,9,0,Y,
2048,C421,9820,3,9,0,Y,
2049,C421,9820,3,9,0,Y,
2050,C421,9861,3,9,0,Y,
2051,C421,9863,3,9,0,Y,
2052,C421,9860,3,9,0,Y,
2053,C499,9930,3,9,0,Y,
2058,C421,9860,3,9,0,Y,
2059,C421,9860,3,9,0,Y,
2060,C421,9891,3,9,0,Y,
2061,C421,9860,3,9,0,Y,
2062,C421,9860,3,9,0,Y,
2068,C421,9860,3,9,0,Y,
2069,C421,9860,3,9,0,Y,
2070,C421,9840,3,9,0,Y,
2071,C421,9840,3,9,0,Y,
2072,C421,9910,3,9,0,Y,
2078,C421,9800,3,9,0,Y,
2080,C421,9801,3,9,0,Y,
2082,C421,9800,3,9,0,Y,
2088,C421,9800,3,9,0,Y,
2081,C421,9800,3,9,0,Y,
2089,C421,9800,3,9,0,Y,
2273,C751,8000,0,9,0,Y,
2274,C753,8000,0,9,0,Y,
2281,C719,9170,0,9,0,Y,
2320,C440,8000,2,9,0,Y,1
2320,C440,8720,2,9,0,Y,2
2321,C441,8000,2,9,0,Y,1
2321,C441,8720,2,9,0,Y,2
2322,C442,8000,3,9,0,Y,1
2322,C442,8720,3,9,0,Y,2
2323,C443,8410,2,9,0,Y,
2324,C444,8410,2,9,0,Y,
2325,C445,8410,2,9,0,Y,
2326,C446,8000,2,9,0,Y,1
2326,C446,8720,2,9,0,Y,2
2327,C447,8000,2,9,0,Y,1
2327,C447,8720,2,9,0,Y,2
2328,C449,8410,2,9,0,Y,
2329,C449,8000,2,0,0,Y,1
2329,C449,8720,2,9,0,Y,2
2333,C579,8010,2,9,0,Y,
2354,C482,8000,0,9,0,Y,
2360,C559,8000,1,9,0,Y,
2361,C589,8000,1,9,0,Y,
2362,C569,8000,1,9,0,Y,
2363,C579,8000,1,9,0,Y,
2364,C629,8000,1,9,0,Y,
2365,C619,8000,1,9,0,Y,
2366,C639,8000,1,9,0,Y,
2367,C679,8000,1,9,0,Y,
2369,C689,8000,1,9,0,Y,
2372,C749,8000,1,9,0,Y,
2373,C755,8000,1,9,0,Y,
2374,C759,8000,1,9,0,Y,
2379,C729,8000,1,9,0,Y,
2381,C449,8000,0,9,0,Y,
2382,C449,8000,0,9,0,Y,
2383,C509,8000,0,9,0,Y,
2388,C809,8000,0,9,0,Y,
2389,C809,8000,0,9,0,Y,
2393,C509,8000,0,9,0,Y,
2394,C679,8000,1,9,0,Y,
2395,C639,8000,0,9,0,Y,1
2395,C579,8000,0,9,0,Y,2
2397,C729,8000,1,9,0,Y,
2398,C809,8000,0,9,0,Y,
2399,C809,8000,0,9,0,Y,
2733,C421,9671,3,9,0,Y,
15302,C183,8000,3,9,0,Y,
15331,C187,8000,3,9,0,Y,
17300,C449,8000,3,9,0,Y,
17309,C449,8000,3,9,0,Y,
17310,C449,8000,3,9,0,Y,
17320,C449,8000,3,9,0,Y,
17329,C449,8000,3,9,0,Y,
17330,C449,8000,3,9,0,Y,
17339,C449,8000,3,9,0,Y,
17340,C449,8000,3,9,0,Y,
17349,C449,8000,3,9,0,Y,
17350,C449,8000,3,9,0,Y,
17359,C449,8000,3,9,0,Y,
17360,C449,8000,3,9,0,Y,
17369,C449,8000,3,9,0,Y,
17370,C449,8000,3,9,0,Y,
17379,C449,8000,3,9,0,Y,
17380,C449,8000,3,9,0,Y,
17389,C449,8000,3,9,0,Y,
17390,C449,8000,3,9,0,Y,
17399,C449,8000,3,9,0,Y,
17492,C509,8000,3,9,0,Y,
19881,C509,8000,3,9,0,Y,
19882,C639,8000,3,9,0,Y,
19889,C809,8000,3,9,0,Y,
20301,C421,9732,3,9,0,Y,
20311,C421,9732,3,9,0,Y,
20331,C421,9732,3,9,0,Y,
20380,C421,9762,3,9,0,Y,
20381,C421,9762,3,9,0,Y,
20401,C421,9820,3,9,0,Y,
20411,C421,9823,3,9,0,Y,
20481,C421,9820,3,9,0,Y,
20491,C421,9820,3,9,0,Y,
20501,C421,9861,3,9,0,Y,
20511,C421,9863,3,9,0,Y,
20531,C421,9930,3,9,0,Y,
20591,C421,9860,3,9,0,Y,
20611,C421,9891,3,9,0,Y,
20781,C421,9801,3,9,0,Y,
20811,C421,9800,3,9,0,Y,
20881,C421,9800,3,9,0,Y,
20891,C421,9800,3,9,0,Y,
20892,C421,9800,3,9,0,Y,
20970,C809,8240,3,9,0,Y,
20971,C809,8240,3,9,0,Y,
20972,C809,8240,3,9,0,Y,
20973,C809,8240,3,9,0,Y,
20974,C809,8240,3,9,0,Y,
20975,C809,8247,3,9,0,Y,
20979,C809,8240,3,9,0,Y,
22802,C719,9120,0,9,0,Y,
23690,C689,8000,1,9,0,Y,
23691,C689,8000,1,9,0,Y,
23699,C689,8000,1,9,0,Y,
23871,C421,9962,3,9,0,Y,
23872,C421,9980,3,9,0,Y,
23873,C421,9983,3,9,0,Y,
23876,C421,9961,3,9,0,Y,
23879,C421,9975,3,9,0,Y,
27789,C419,9751,3,9,0,Y,
