"ND","085","1"
"ND","101","1"
"ND","105","1"
"OK","001","1"
"OK","003","1"
"OK","005","1"
"OK","007","1"
"OK","009","1"
"OK","011","1"
"OK","013","1"
"OK","015","1"
"OK","017","1"
"OK","019","1"
"OK","021","1"
"OK","023","1"
"OK","025","1"
"OK","027","1"
"OK","029","1"
"OK","031","1"
"OK","033","1"
"OK","035","1"
"OK","037","1"
"OK","039","1"
"OK","041","1"
"OK","043","1"
"OK","045","1"
"OK","047","1"
"OK","049","1"
"OK","051","1"
"OK","053","1"
"OK","055","1"
"OK","057","1"
"OK","059","1"
"OK","061","1"
"OK","063","1"
"OK","065","1"
"OK","067","1"
"OK","069","1"
"OK","071","1"
"OK","073","1"
"OK","075","1"
"OK","077","1"
"OK","079","1"
"OK","081","1"
"OK","083","1"
"OK","085","1"
"OK","087","1"
"OK","089","1"
"OK","091","1"
"OK","093","1"
"OK","095","1"
"OK","097","1"
"OK","099","1"
"OK","101","1"
"OK","103","1"
"OK","105","1"
"OK","107","1"
"OK","109","1"
"OK","111","1"
"OK","113","1"
"OK","115","1"
"OK","117","1"
"OK","119","1"
"OK","121","1"
"OK","123","1"
"OK","125","1"
"OK","127","1"
"OK","129","1"
"OK","131","1"
"OK","133","1"
"OK","135","1"
"OK","137","1"
"OK","139","1"
"OK","141","1"
"OK","143","1"
"OK","145","1"
"OK","147","1"
"OK","149","1"
"OK","151","1"
"OK","153","1"
"OR","003","1"
"OR","005","1"
"OR","009","1"
"OR","011","1"
"OR","015","1"
"OR","017","1"
"OR","019","1"
"OR","025","1"
"OR","029","1"
"OR","031","1"
"OR","033","1"
"OR","035","1"
"OR","039","1"
"OR","041","1"
"OR","043","1"
"OR","045","1"
"OR","047","1"
"OR","051","1"
"OR","053","1"
"OR","057","1"
"OR","059","1"
"OR","061","1"
"OR","065","1"
"OR","067","1"
"OR","071","1"
"PA","123","1"
"RI","009","1"
"SC","001","1"
"SC","003","1"
"SC","005","1"
"SC","007","1"
"SC","009","1"
"SC","011","1"
"SC","013","1"
"SC","015","1"
"SC","017","1"
"SC","019","1"
"SC","021","1"
"SC","023","1"
"SC","025","1"
"SC","027","1"
"SC","029","1"
"SC","031","1"
"SC","033","1"
"SC","035","1"
"SC","037","1"
"SC","039","1"
"SC","041","1"
"SC","043","1"
"SC","045","1"
"SC","047","1"
"SC","049","1"
"SC","051","1"
"SC","053","1"
"SC","055","1"
"SC","057","1"
"SC","059","1"
"SC","061","1"
"SC","063","1"
"SC","065","1"
"SC","067","1"
"SC","069","1"
"SC","071","1"
"SC","073","1"
"SC","075","1"
"SC","077","1"
"SC","079","1"
"SC","081","1"
"SC","083","1"
"SC","085","1"
"SC","087","1"
"SC","089","1"
"SC","091","1"
"SD","007","1"
"SD","009","1"
"SD","015","1"
"SD","017","1"
"SD","021","1"
"SD","023","1"
"SD","029","1"
"SD","031","1"
"SD","033","1"
"SD","037","1"
"SD","041","1"
"SD","043","1"
"SD","047","1"
"SD","051","1"
"SD","053","1"
"SD","055","1"
"SD","059","1"
"SD","065","1"
"SD","067","1"
"SD","069","1"
"SD","071","1"
"SD","085","1"
"SD","091","1"
"SD","093","1"
"SD","095","1"
"SD","101","1"
"SD","103","1"
"SD","105","1"
"SD","107","1"
"SD","109","1"
"SD","113","1"
"SD","117","1"
"SD","119","1"
"SD","121","1"
"SD","123","1"
"SD","129","1"
"SD","137","1"
"TX","141","1"
"TX","323","1"
"TX","373","1"
"UT","003","1"
"UT","007","1"
"UT","009","1"
"UT","011","1"
"UT","013","1"
"UT","015","1"
"UT","019","1"
"UT","021","1"
"UT","023","1"
"UT","025","1"
"UT","027","1"
"UT","035","1"
"UT","037","1"
"UT","041","1"
"UT","043","1"
"UT","045","1"
"UT","047","1"
"UT","049","1"
"UT","051","1"
"UT","053","1"
"UT","057","1"
"VA","003","1"
"VA","009","1"
"VA","011","1"
"VA","015","1"
"VA","019","1"
"VA","023","1"
"VA","029","1"
"VA","031","1"
"VA","033","1"
"VA","036","1"
"VA","057","1"
"VA","085","1"
"VA","087","1"
"VA","095","1"
"VA","097","1"
"VA","101","1"
"VA","119","1"
"VA","125","1"
"VA","127","1"
"VA","159","1"
"VA","163","1"
"VA","530","1"
"VA","540","1"
"VA","550","1"
"VA","650","1"
"VA","678","1"
"VA","680","1"
"VA","700","1"
"VA","710","1"
"VA","740","1"
"VA","760","1"
"VA","790","1"
"VA","800","1"
"VA","810","1"
"VA","820","1"
"WA","007","1"
"WA","009","1"
"WA","011","1"
"WA","015","1"
"WA","017","1"
"WA","019","1"
"WA","025","1"
"WA","027","1"
"WA","029","1"
"WA","031","1"
"WA","033","1"
"WA","035","1"
"WA","037","1"
"WA","039","1"
"WA","041","1"
"WA","043","1"
"WA","045","1"
"WA","047","1"
"WA","049","1"
"WA","051","1"
"WA","053","1"
"WA","055","1"
"WA","057","1"
"WA","059","1"
"WA","061","1"
"WA","063","1"
"WA","065","1"
"WA","067","1"
"WA","069","1"
"WA","073","1"
"WA","075","1"
"WA","077","1"
"WI","001","1"
"WI","003","1"
"WI","005","1"
"WI","007","1"
"WI","009","1"
"WI","013","1"
"WI","019","1"
"WI","021","1"
"WI","023","1"
"WI","025","1"
"WI","035","1"
"WI","041","1"
"WI","051","1"
"WI","053","1"
"WI","057","1"
"WI","063","1"
"WI","067","1"
"WI","073","1"
"WI","075","1"
"WI","078","1"
"WI","081","1"
"WI","083","1"
"WI","085","1"
"WI","087","1"
"WI","095","1"
"WI","111","1"
"WI","113","1"
"WI","115","1"
"WI","123","1"
"WI","125","1"
"WI","129","1"
"WI","141","1"
"WY","003","1"
"WY","013","1"
"WY","017","1"
"WY","033","1"
"WY","035","1"
