"MOUNGA","97"
"MUASAU","27"
"MULIPOLA","27"
"MULU","27"
"NAEA","27"
"NAEOLE","07"
"NAIPO","07"
"NAKI","07"
"NALUAI","07"
"NAMAUU","07"
"NAPEAHI","07"
"NAPUTI","22"
"NAUFAHU","97"
"NEDEDOG","22"
"NIHIPALI","07"
"NIHOA","07"
"NIUMATA","27"
"NUA","27"
"OFA","97"
"OTINERU","27"
"OTUAFI","97"
"PADEKEN","07"
"PAHULU","97"
"PALAMA","07"
"PALEKA","07"
"PANGELINAN","22"
"PAOPAO","27"
"PATU","27"
"PAUOLE","07"
"PEAU","27"
"PELE","27"
"PELEKAI","07"
"PELETI","27"
"PENEKU","07"
"PENI","27"
"PESE","27"
"PETAIA","27"
"POAHA","07"
"POEPOE","07"
"POKIPALA","07"
"POMELE","27"
"PULOTU","97"
"QUENGA","22"
"QUICHOCHO","22"
"QUINATA","22"
"QUINENE","22"
"QUITUGUA","22"
"RAASS","97"
"ROPATI","27"
"SAAFI","97"
"SABLAN","22"
"SAENA","27"
"SAGAPOLUTELE","27"
"SAGIAO","27"
"SALANDA","27"
"SALANOA","27"
"SALAVEA","27"
"SAMATUA","27"
"SAMOA","27"
"SAMUELU","27"
"SANNICOLAS","22"
"SATARAKA","27"
"SATELE","27"
"SAUNI","27"
"SAVEA","27"
"SAVUSA","27"
"SEFO","27"
"SEIULI","27"
"SEKONA","97"
"SELU","27"
"SEUI","27"
"SIAKI","27"
"SIGRAH","97"
"SILIGA","27"
"SIUFANUA","27"
"SOAKAI","97"
"SOLAITA","27"
"SOLIAI","27"
"SOLOMONA","27"
"SUAPAIA","27"
"SUESUE","27"
"SULU","27"
"TAAMU","27"
"TAFUA","27"
"TAFUNA","97"
"TAGALOA","27"
"TAGOAI","27"
"TAIJERON","22"
"TAIMANGLO","22"
"TAINATONGO","22"
"TAITAND","22"
"TAITANO","22"
"TAITO","27"
"TAJALLE","22"
"TAKAPU","97"
"TALAEAI","27"
"TALAKAI","97"
"TALILI","27"
"TANIELU","27"
"TANUVASA","27"
"TAPUSOA","27"
"TAUAI","27"
"TAUANUU","27"
"TAUFA","97"
"TAUFAASAU","27"
"TAUFALELE","97"
"TAUILIILI","27"
"TAULA","27"
"TAUMOEPEAU","97"
"TAUSAGA","27"
"TAUSINGA","97"
"TAUTEOLI","97"
"TAUTOLO","27"
"TAVAI","27"
"TERLAJE","22"
"TIALAVEA","27"
"TIAPULA","27"
"TIATIA","27"
"TILO","27"
"TITIALII","27"
"TIUMALU","27"
"TOGAFAU","27"
"TOGIA","27"
"TOGIAI","27"
"TOGISALA","27"
"TOILOLO","27"
"TONGA","97"
"TOOMALATAI","27"
"TOOMATA","27"
"TOOTOO","27"
"TOUTAI","97"
"TOVES","22"
"TUALA","27"
"TUFAGA","27"
"TUFELE","27"
"TUFONO","27"
"TUIA","27"
"TUIASOSOPO","27"
"TUIFUA","97"
"TUIMAVAVE","27"
"TUINEI","27"
"TUIONO","97"
"TUIPULOTU","97"
"TUITA","97"
"TUITAMA","27"
"TUITASI","27"
"TUITAVUKI","97"
"TUITELE","27"
"TUITUPOU","97"
"TUKUAFU","97"
"TULIAU","27"
"TUMANUVAO","27"
"TUPOU","97"
"TUPUA","27"
"TUPUOLA","27"
"TUUA","27"
"TUUFULI","27"
"TYQUIENGCO","22"
"UGAITAFA","27"
"ULU","27"
"ULUAVE","97"
"ULUFALE","27"
"UNGA","97"
"UNPINGCO","22"
"UNUTOA","27"
"UTI","27"
"UTU","27"
"UWEKOOLANI","07"
"VAEA","97"
"VAILEA","97"
"VAITAI","97"
"VAKA","97"
"VAKAUTA","97"
"VANISI","97"
"VAVE","97"
"VEHIKITE","97"
"VILI","27"
"WAIAU","07"
"WOLFGRAMM","97"
"WUSSTIG","22"
"YANDALL","27"
